total_people,tap_closure_days_per_week,avg_daily_usage,hourly_usage,weekly_usage,monthly_usage,remaining_units,usage_per_person,usage_spike,consumption_risk,leak_detected
1,4,59.81,2.09,368.74,1953.75,526.09,59.81,0.858,Low,1
2,1,60.78,0.29,459.36,1995.9,461.73,30.39,0.1393,Low,1
1,1,58.63,5.77,461.52,1795.65,321.79,58.63,2.2943,Medium,0
3,3,175.85,4.32,1318.06,5450.38,2634.92,58.62,0.7357,Low,0
6,3,375.68,10.06,2509.84,10499.95,555.01,62.61,0.6997,Low,0
3,4,115.1,2.17,768.93,3092.01,184.56,38.37,0.4625,Low,0
6,4,183.84,18.79,1671.96,5745.66,445.88,30.64,2.4561,Low,0
4,4,147.92,14.21,1057.78,4788.71,18.46,36.98,2.1203,Low,0
4,4,266.39,8.08,1547.23,7104.79,14.13,66.6,0.7184,Low,0
2,4,122.83,3.18,1094.84,3994.09,40.63,61.42,0.6702,Low,1
7,4,479.1,27.49,2785.4,15455.88,1.02,68.44,1.4831,Medium,1
1,3,34.07,0.75,201.81,989.01,56.49,34.07,0.5944,Low,0
5,2,207.81,16.8,1732.85,6634.08,13.5,41.56,1.916,Low,0
4,4,163.37,7.3,1504.23,4753.2,591.69,40.84,1.09,Low,0
3,2,104.81,0.69,876.28,3322.89,1458.41,34.94,0.1127,Low,0
2,2,99.24,6.09,708.85,2722.91,0.84,49.62,1.4233,Low,0
3,2,134.51,0.32,1061.52,3967.37,49.71,44.84,0.0723,Low,0
6,3,180.72,1.01,1237.83,5485.69,348.34,30.12,0.2505,Low,0
6,2,145.07,13.34,885.48,4437.11,39.1,24.18,2.2059,Low,0
7,3,292.74,0.58,1828.25,8018.74,49.02,41.82,0.1455,Low,0
3,3,584.87,19.21,3761.95,15987.04,2851.79,194.96,0.6866,High,1
3,4,143.76,9.47,905.93,4037.2,69.77,47.92,1.634,Low,0
1,2,41.91,1.99,337.17,1279.05,104.88,41.91,1.0865,Low,0
7,4,252.87,1.32,1970.08,8441.49,357.23,36.12,0.1459,Low,1
3,1,175.45,5.3,1396.87,5764.61,14.28,58.48,0.7864,Medium,1
3,5,105.92,9.78,1077.79,3555.29,128.13,35.31,2.2416,Low,1
6,3,488.63,3.18,4281.42,14856.21,184.35,81.44,0.0857,Medium,0
4,2,260.02,9.42,2100.07,8305.77,418.02,65.0,0.8769,Medium,0
4,4,242.4,0.37,1815.63,7010.29,584.22,60.6,0.0159,Low,0
2,2,88.04,6.9,558.35,2827.88,10.14,44.02,1.8671,Low,0
3,3,274.74,21.68,2309.53,8838.76,402.77,91.58,1.8456,Medium,0
7,3,366.37,9.9,2273.75,12222.59,62.82,52.34,0.5773,Low,1
4,3,261.43,0.22,1619.57,7733.07,481.43,65.36,0.01,Low,0
2,4,103.98,0.55,742.83,3277.82,263.72,51.99,0.1073,Low,0
1,4,43.62,3.53,290.64,1338.41,1693.76,43.62,2.0037,Low,0
3,3,149.85,0.31,1252.36,4888.26,150.55,49.95,0.01,Low,1
4,5,102.87,8.16,707.11,2878.86,91.24,25.72,1.9644,Low,0
1,4,55.83,4.17,369.94,1657.87,355.18,55.83,1.7536,Low,0
4,3,976.64,30.05,6272.5,31540.05,2589.25,244.16,0.7188,High,1
4,2,241.2,1.07,1676.29,7273.02,12.99,60.3,0.0612,Medium,0
5,3,228.62,5.48,1357.94,6405.05,131.13,45.72,0.6134,Low,0
1,2,78.37,1.41,536.19,2240.52,106.16,78.37,0.4625,Medium,0
5,2,181.08,6.69,1284.46,5776.23,6.75,36.22,0.9298,Low,1
4,3,344.29,23.26,1996.91,10678.35,139.96,86.07,1.5986,Medium,0
3,2,245.46,4.56,1826.73,7491.77,5.38,81.82,0.3876,Medium,1
8,1,542.51,53.03,4363.81,14358.0,520.24,67.81,2.3005,Medium,0
2,3,110.51,3.64,716.31,3129.14,101.57,55.26,0.8067,Low,0
4,0,280.06,8.93,1850.84,7642.39,9.51,70.02,0.7337,Medium,0
3,3,291.77,7.7,2043.59,8176.31,69.8,97.26,0.6606,Medium,0
4,4,270.81,28.6,1895.12,8788.23,23.29,67.7,2.5596,Medium,1
4,2,149.14,5.17,1189.55,4191.95,138.79,37.28,0.8089,Low,0
1,3,61.7,1.06,457.27,1800.47,2679.81,61.7,0.4398,Low,0
4,4,245.16,7.61,1512.8,7147.69,18.04,61.29,0.7464,Low,0
4,3,314.82,21.82,1998.57,9897.73,24.89,78.7,1.726,Medium,0
5,2,187.97,6.85,1217.09,6207.75,505.84,37.59,0.8194,Low,1
1,3,92.89,2.19,584.0,2794.66,102.37,92.89,0.5665,Medium,0
2,4,147.54,12.77,967.68,3989.3,453.84,73.77,2.1553,Medium,0
4,3,285.94,24.7,2911.5,9475.3,14.73,71.48,2.1751,Medium,1
2,2,419.2,16.37,3070.51,11853.53,94.98,209.6,0.9648,High,1
4,1,207.3,20.47,1480.29,6044.94,210.15,51.82,2.3433,Low,0
1,3,57.3,4.57,353.71,1608.37,34.23,57.3,1.7961,Low,0
3,3,185.33,20.09,1237.37,5850.04,25.06,61.78,2.4435,Low,0
6,1,281.27,19.61,1852.48,7990.11,54.66,46.88,1.591,Low,0
5,5,606.46,52.38,5069.75,18271.91,106.63,121.29,2.2345,Medium,0
4,2,363.1,29.68,2843.53,10632.13,143.58,90.78,1.9678,Medium,0
6,3,548.22,1.12,5199.78,18264.15,26.36,91.37,0.01,Medium,1
5,2,199.27,0.3,1258.4,5541.04,6.11,39.85,0.0408,Low,1
4,4,152.47,16.46,1101.83,5052.58,6.34,38.12,2.5891,Low,1
8,5,272.61,5.2,1557.41,8359.1,3.22,34.08,0.5029,Low,1
5,2,188.6,20.04,1631.67,5551.39,567.93,37.72,2.4973,Low,0
4,2,651.38,44.43,3985.12,20725.13,95.74,162.84,1.6594,High,1
3,3,168.47,5.38,1253.83,4780.38,26.16,56.16,0.7535,Low,0
6,3,424.9,13.66,2943.65,12848.26,37.56,70.82,0.9035,Medium,0
2,1,112.34,2.36,845.79,3163.27,369.4,56.17,0.5563,Low,0
1,4,57.02,0.22,364.36,1689.7,521.67,57.02,0.0708,Low,0
2,3,155.42,0.7,1050.4,4266.91,15.3,77.71,0.1041,Medium,0
1,2,121.79,0.55,712.34,3947.03,4.45,121.79,0.0862,High,1
3,3,297.15,6.5,2313.3,8182.32,550.52,99.05,0.4459,Medium,0
6,3,187.27,6.44,1152.13,5574.04,90.85,31.21,0.8281,Low,0
4,3,271.89,5.31,1996.63,8031.23,1.07,67.97,0.4925,Low,1
2,3,127.12,14.44,967.58,3517.94,25.62,63.56,2.8873,Low,1
5,3,144.56,10.87,1131.97,4487.58,431.83,28.91,1.844,Low,0
4,3,232.11,21.47,1595.95,6245.02,116.85,58.03,2.2955,Low,0
4,2,401.74,78.15,2481.79,13102.07,4.32,100.44,4.7278,High,1
3,3,189.51,3.97,1225.9,5322.01,292.39,63.17,0.596,Low,0
6,4,167.6,11.96,1018.74,5527.4,524.41,27.93,1.7219,Low,1
3,4,170.66,4.96,1271.46,5525.67,78.22,56.89,0.5914,Low,0
1,0,65.88,1.65,521.64,2143.84,138.65,65.88,0.6431,Medium,1
3,3,242.64,23.19,1989.85,7929.37,473.34,80.88,2.2015,Medium,1
5,5,292.98,9.77,2257.84,9654.71,2011.24,58.6,0.8026,Low,1
4,1,221.88,22.55,2208.39,6701.17,121.82,55.47,2.4149,Low,0
2,4,58.31,1.31,433.77,1767.77,148.14,29.16,0.5618,Low,0
1,2,67.8,2.06,502.18,2274.84,51.99,67.8,0.7605,Medium,1
4,4,517.93,42.73,3208.19,14134.25,15.59,129.48,1.9244,Medium,0
4,3,259.57,1.5,2310.83,8492.72,1935.61,64.89,0.1355,Low,1
3,4,196.86,7.01,1395.31,6258.75,116.29,65.62,1.0586,Low,0
6,5,482.66,59.08,3057.4,14167.68,28.52,80.44,2.9565,Medium,1
8,4,662.45,3.7,4640.79,18602.91,1937.64,82.81,0.018,Medium,0
2,2,151.61,4.14,974.94,4820.21,133.22,75.81,0.5067,Medium,0
4,3,459.51,17.32,3574.98,14592.34,135.12,114.88,0.9183,Medium,0
1,3,78.96,9.14,587.06,2130.2,64.68,78.96,2.7155,Medium,0
5,2,256.74,21.4,2060.7,7549.79,39.48,51.35,2.0371,Low,0
3,3,243.8,15.67,1835.29,8109.5,129.0,81.27,1.6005,Low,1
2,5,74.95,1.58,540.33,2488.02,28.45,37.48,0.4002,Low,1
5,3,163.64,4.86,1120.51,4664.7,314.55,32.73,0.8194,Low,0
5,5,184.69,0.21,1478.55,5563.66,107.65,36.94,0.01,Low,0
1,1,95.17,5.47,591.04,2669.83,82.54,95.17,1.4096,Medium,0
1,0,70.72,1.82,529.05,2347.02,378.38,70.72,0.6768,Medium,1
3,3,140.3,16.13,1129.0,4664.04,394.32,46.77,2.7558,Low,1
4,4,165.52,7.78,1452.34,5104.33,1365.46,41.38,1.0963,Low,0
5,2,205.85,12.67,1387.67,6291.12,8.08,41.17,1.3232,Low,0
4,3,307.93,5.6,2148.97,8196.38,317.48,76.98,0.4945,Medium,0
4,4,166.35,6.23,1291.97,5545.13,325.03,41.59,1.018,Low,1
5,4,239.88,0.98,1892.51,7091.64,29.56,47.98,0.0284,Low,0
4,2,243.44,20.48,1764.05,6653.05,15.29,60.86,2.1133,Medium,0
4,2,454.97,45.56,3392.04,15066.89,116.42,113.74,2.404,High,1
4,2,796.78,23.48,7510.63,23106.96,14.27,199.2,0.689,High,1
6,3,338.49,23.81,2220.31,11361.86,0.85,56.42,1.6461,Low,1
2,5,52.89,1.37,376.5,1404.15,106.39,26.44,0.6577,Low,0
2,2,81.28,6.6,796.43,2157.04,13.13,40.64,2.0438,Low,0
2,3,110.75,8.38,902.03,3422.78,13.65,55.38,1.8474,Low,0
5,5,209.27,6.52,1600.76,6655.33,563.35,41.85,0.6471,Low,0
3,2,274.76,6.95,1692.74,8848.74,99.8,91.59,0.6765,Medium,0
3,3,293.96,21.96,2398.67,8573.75,430.33,97.99,1.7719,Medium,0
9,2,493.83,44.76,3050.18,15780.96,220.83,54.87,2.106,Low,0
7,5,589.0,44.79,3821.05,17805.57,54.39,84.14,1.9087,Medium,0
8,1,338.93,34.62,3310.21,8979.89,115.08,42.37,2.4403,Low,0
2,3,108.35,0.26,643.55,3330.61,2558.05,54.18,0.01,Low,0
6,2,536.26,50.06,4489.23,16295.45,417.62,89.38,2.2133,Medium,0
3,0,146.95,18.13,1155.1,4157.87,22.39,48.98,2.8918,Low,1
1,5,69.19,7.6,499.38,2077.53,13.43,69.19,2.6843,Medium,0
3,3,137.72,9.82,1129.22,3644.45,120.65,45.91,1.7618,Low,0
4,3,352.07,37.49,2568.32,9733.66,64.99,88.02,2.559,Medium,0
1,3,156.17,6.34,1443.84,5212.55,9.83,156.17,0.9179,High,1
4,2,129.96,1.04,1239.71,4166.89,137.94,32.49,0.1482,Low,0
5,2,222.16,8.36,1947.04,6056.27,4.93,44.43,0.812,Low,1
3,3,173.28,4.67,1068.76,5098.93,5.22,57.76,0.6347,Low,0
3,4,348.09,30.73,2661.52,11457.57,21.73,116.03,2.1619,Medium,1
3,3,151.28,21.51,1321.78,4034.67,12.96,50.43,3.4122,Low,1
7,3,352.7,7.61,2722.31,9429.27,93.26,50.39,0.587,Low,0
1,4,69.24,2.05,478.84,2218.89,506.84,69.24,0.6902,Medium,0
3,2,178.07,10.21,998.63,5208.09,2.65,59.36,1.3407,Medium,0
2,4,73.92,1.75,429.67,2250.4,124.34,36.96,0.4729,Low,0
6,3,501.04,51.06,4374.66,15805.63,14.77,83.51,2.3616,Medium,0
1,3,66.5,2.66,567.45,1854.75,99.59,66.5,0.9692,Low,0
3,2,149.71,0.74,1156.66,4308.46,81.72,49.9,0.1394,Low,0
3,2,217.13,7.61,1300.43,6060.72,597.07,72.38,0.8039,Low,0
6,0,840.67,31.28,6568.46,28084.38,441.77,140.11,1.116,High,0
2,4,85.95,7.14,631.29,2757.84,2423.31,42.98,1.9586,Low,0
4,2,278.05,2.17,2573.57,7404.19,115.46,69.51,0.2792,Medium,0
2,3,253.99,5.2,1751.37,7038.96,468.92,127.0,0.5552,Medium,0
7,4,341.97,6.87,2784.46,10747.38,106.18,48.85,0.4227,Low,0
4,3,151.31,4.0,1007.22,4769.13,148.53,37.83,0.7032,Low,0
4,2,536.02,61.22,4515.36,17946.56,233.87,134.0,2.6851,High,1
3,2,267.48,23.58,1833.49,7430.85,34.75,89.16,2.126,Medium,0
3,3,548.88,168.5,3726.42,17929.54,363.78,182.96,7.4993,High,1
2,3,171.2,6.4,1121.54,5191.01,40.22,85.6,0.9224,Medium,0
4,3,348.93,16.49,2635.48,9295.1,14.74,87.23,1.2662,Medium,0
7,4,428.97,11.73,2466.72,14246.94,270.32,61.28,0.868,Low,1
3,0,134.5,11.68,982.22,3759.66,33.62,44.83,2.2212,Low,0
6,3,270.9,30.25,1902.18,7652.56,11.91,45.15,2.7781,Low,0
2,4,98.24,12.96,761.58,2693.38,1485.49,49.12,2.9998,Low,0
7,4,170.43,0.75,1564.31,5157.72,194.44,24.35,0.1869,Low,0
3,3,102.12,4.56,917.1,3207.98,262.73,34.04,1.168,Low,0
3,3,265.2,20.35,1694.46,7103.16,97.03,88.4,1.8878,Medium,0
3,3,236.1,7.04,1479.53,7005.39,2900.86,78.7,0.9279,Medium,0
5,2,214.99,19.59,1442.81,6654.15,7.46,43.0,2.2871,Low,1
5,3,497.34,35.17,3268.52,13746.6,8.65,99.47,1.676,Medium,0
3,2,128.18,0.19,974.29,3558.57,0.99,42.73,0.208,Low,0
4,4,128.51,16.18,1151.35,3395.65,354.37,32.13,3.0304,Low,0
1,4,28.23,0.1,205.52,849.15,23.57,28.23,0.1151,Low,0
3,3,204.07,7.16,1515.33,6296.63,67.44,68.02,0.7509,Medium,0
3,1,246.44,23.1,1501.07,7070.41,108.76,82.15,2.1272,Medium,0
4,4,362.53,0.99,2468.65,11080.04,119.91,90.63,0.0317,Medium,0
4,3,252.32,0.66,1971.56,7246.29,213.17,63.08,0.0722,Low,0
5,1,951.13,57.41,6553.17,27336.81,90.4,190.23,1.3463,High,1
5,2,255.48,11.99,2382.95,8148.16,111.98,51.1,1.0803,Low,0
2,2,398.82,11.81,3257.02,12395.02,106.31,199.41,0.7364,High,1
5,4,240.55,7.44,1738.77,6504.05,2.72,48.11,0.8605,Low,1
1,3,48.35,1.53,376.51,1555.66,582.14,48.35,0.8223,Low,0
5,3,172.68,0.52,1121.93,5398.49,362.97,34.54,0.1801,Low,0
1,3,54.02,2.05,459.18,1693.78,113.01,54.02,0.8437,Low,0
5,4,164.15,3.13,1015.47,4726.93,1055.28,32.83,0.4876,Low,0
4,3,191.15,0.28,1184.93,5144.55,55.86,47.79,0.1101,Low,0
3,3,179.99,16.34,1115.32,5674.52,1598.74,60.0,2.1206,Low,0
5,2,376.77,0.53,2279.17,10584.17,118.07,75.35,0.01,Medium,0
1,3,183.64,18.46,1119.02,5194.27,92.47,183.64,2.4705,High,1
2,2,140.23,0.18,786.81,4499.05,143.56,70.11,0.01,Medium,0
4,5,225.56,15.56,1686.07,6369.98,246.65,56.39,1.634,Low,0
6,5,367.8,10.2,2711.87,10396.49,10.1,61.3,0.5908,Low,0
3,3,96.37,3.2,646.21,3030.67,538.48,32.12,0.64,Low,0
2,0,138.47,9.7,821.25,4579.44,885.89,69.24,1.6961,Medium,1
4,3,203.39,20.12,1487.31,5437.64,12.84,50.85,2.3466,Low,0
4,4,764.62,49.01,5259.26,25566.92,102.81,191.16,1.5486,High,1
3,2,218.25,20.4,1587.51,7066.39,14.05,72.75,2.1982,Medium,0
6,3,336.61,7.99,2141.12,9061.62,292.88,56.1,0.5307,Low,0
4,2,404.73,12.57,2625.61,13012.86,486.14,101.18,0.616,Medium,0
1,4,57.43,5.46,405.41,1648.01,16.67,57.43,2.3668,Low,0
2,4,125.32,3.26,805.02,3614.4,712.29,62.66,0.5764,Low,0
3,3,270.08,33.05,2552.02,7651.63,521.23,90.03,2.9544,Medium,0
5,3,272.56,7.0,1944.96,8038.69,205.26,54.51,0.7034,Low,0
2,3,78.97,1.98,487.34,2581.76,95.59,39.48,0.5861,Low,1
8,3,364.09,26.35,2692.15,10416.96,350.02,45.51,1.6678,Low,0
3,3,184.07,19.5,1409.51,5196.89,1143.77,61.36,2.7102,Low,0
4,4,224.41,27.25,1738.7,7013.48,5.26,56.1,2.9004,Low,1
1,5,48.13,5.55,329.08,1530.03,124.74,48.13,2.8844,Low,1
6,4,449.78,16.67,3182.04,13278.85,394.32,74.96,0.7319,Medium,0
5,3,457.9,42.55,3301.72,13062.92,13.39,91.58,2.2796,Medium,0
2,5,100.92,3.33,793.0,2911.9,300.84,50.46,0.9006,Low,0
7,3,375.86,19.39,2563.53,10958.84,14.87,53.69,1.3183,Low,0
3,1,149.27,10.77,1011.03,4059.9,357.25,49.76,1.8449,Low,0
5,4,179.74,6.42,1513.26,5751.57,477.69,35.95,0.7048,Low,0
5,4,343.38,7.61,2075.1,9544.59,335.52,68.68,0.5386,Medium,0
5,2,465.47,14.03,3170.71,14293.23,129.68,93.09,0.7051,Medium,0
7,3,579.91,36.57,4190.64,16391.9,52.63,82.84,1.5602,Medium,0
6,4,246.71,10.43,2068.69,7166.9,58.52,41.12,0.8445,Low,0
10,2,386.16,1.15,3002.49,10612.2,69.63,38.62,0.1321,Low,0
2,3,156.16,14.77,1389.26,4200.8,1148.7,78.08,2.319,Medium,0
3,2,213.09,5.62,1663.06,6688.87,109.64,71.03,0.5934,Medium,0
4,4,247.56,11.24,1877.84,7931.54,148.05,61.89,1.1595,Low,0
5,3,231.8,10.42,2239.62,7776.17,128.38,46.36,1.1557,Low,1
4,3,215.34,24.98,1238.47,6555.52,283.8,53.84,2.6585,Low,0
1,0,61.44,2.32,444.06,1791.44,115.02,61.44,0.861,Medium,0
6,5,562.15,0.48,3043.44,17130.31,69.65,93.69,0.0162,Medium,0
8,3,195.89,20.61,1771.85,6133.56,124.57,24.49,2.494,Low,0
3,4,230.25,5.47,1599.83,6543.48,149.66,76.75,0.5209,Medium,0
2,3,100.14,0.55,695.0,2954.52,1629.21,50.07,0.2494,Low,0
1,4,151.81,12.5,1313.05,4213.01,368.6,151.81,2.083,High,0
2,2,95.57,6.99,743.19,2835.08,342.91,47.78,1.7932,Low,0
5,2,272.31,10.19,1552.47,7830.32,19.89,54.46,0.9371,Low,0
7,2,177.74,22.69,1483.3,5004.21,93.98,25.39,2.9809,Low,1
1,1,72.05,1.68,539.12,2027.75,300.33,72.05,0.6125,Low,0
4,3,183.14,4.83,1236.56,5737.5,3.74,45.78,0.7516,Low,1
5,3,206.39,5.77,1381.46,5912.02,6.02,41.28,0.744,Low,1
2,1,167.01,11.79,1038.34,5030.29,3.61,83.5,1.7292,Medium,0
4,3,135.72,2.12,993.68,3683.92,7.81,33.93,0.3455,Low,0
5,2,274.08,1.71,2458.66,8810.28,94.93,54.82,0.1851,Low,0
6,4,287.31,5.51,2279.12,9159.63,97.03,47.88,0.4064,Low,0
3,3,211.02,6.23,1249.12,7074.31,228.59,70.34,0.7172,Low,1
5,5,335.14,10.52,2548.43,9711.73,12.94,67.03,0.7322,Low,0
3,3,134.36,0.23,795.56,4470.05,1606.11,44.79,0.01,Low,1
2,3,150.68,0.84,953.47,4679.03,74.85,75.34,0.1197,Medium,0
2,2,270.66,10.11,1903.57,8373.77,131.24,135.33,0.8933,High,0
3,2,296.96,53.48,2295.56,8572.05,559.43,98.99,4.2177,Medium,1
1,4,36.97,1.8,302.15,1093.77,495.34,36.97,1.1401,Low,0
2,2,145.11,3.09,976.83,4726.52,14.31,72.56,0.605,Medium,1
4,2,162.63,18.51,1092.13,4394.84,5.06,40.66,2.7429,Low,0
4,1,241.02,20.06,1550.95,6813.95,192.76,60.26,1.9248,High,0
1,5,35.93,1.01,225.56,975.81,417.99,35.93,0.6625,Low,0
2,4,50.42,0.14,281.64,1396.22,595.61,25.21,0.01,Low,0
4,2,347.83,11.17,2481.92,9596.24,361.55,86.96,0.6761,Medium,0
3,3,225.15,21.06,1679.94,6741.68,32.73,75.05,2.2591,Medium,0
3,3,154.49,6.03,1224.41,4235.27,7.55,51.5,1.0886,Low,0
5,1,190.56,14.13,1393.85,5192.97,3.26,38.11,1.7752,Low,1
1,3,108.36,0.45,789.99,3463.99,29.28,108.36,0.0855,Medium,0
2,1,102.7,1.82,625.4,2975.46,51.68,51.35,0.3794,Low,0
2,3,199.88,7.11,1452.67,6692.54,223.07,99.94,0.8326,Medium,1
2,1,252.36,1.79,1797.42,7913.18,11.06,126.18,0.2174,High,0
7,3,366.38,1.1,2973.25,11231.34,207.7,52.34,0.0263,Low,0
3,1,404.26,43.35,2489.55,12350.53,132.91,134.75,2.4395,High,0
4,3,244.58,1.93,1999.84,6840.88,229.24,61.14,0.2036,Low,0
5,3,161.2,3.53,1119.52,4263.96,484.65,32.24,0.3783,Low,0
1,3,23.45,0.5,210.25,631.3,61.81,23.45,0.3421,Low,0
2,3,93.33,12.61,702.1,2924.88,456.95,46.66,3.0221,Low,1
6,1,319.93,12.01,2363.51,9390.41,140.52,53.32,1.0068,Low,0
6,0,408.08,1.14,2512.33,12401.59,7.12,68.01,0.1586,Medium,1
3,3,184.41,3.62,1269.0,5023.42,10.73,61.47,0.4359,Low,0
3,4,245.49,24.23,1813.93,7463.88,13.66,81.83,2.4807,Low,0
5,3,251.53,22.83,1995.76,8413.16,513.51,50.31,2.2735,Low,1
2,2,94.25,7.42,585.91,3062.03,139.55,47.12,1.8003,Low,1
1,3,63.44,1.8,377.27,1830.12,184.13,63.44,0.8502,Low,0
2,3,121.18,4.29,855.76,4006.35,78.89,60.59,0.8442,Low,1
3,2,195.5,12.85,1226.34,5699.38,417.7,65.17,1.6236,Medium,0
1,4,75.88,5.12,687.66,2010.13,396.05,75.88,1.7077,Medium,0
3,4,160.62,1.01,1298.02,5367.17,498.76,53.54,0.1396,Low,1
5,2,299.35,25.32,2466.47,8404.44,43.62,59.87,1.8263,Medium,0
4,3,223.18,19.27,1463.33,7411.13,13.39,55.8,2.0639,Low,1
1,3,39.92,0.17,295.4,1203.9,506.99,39.92,0.0279,Low,0
3,1,175.77,0.41,1210.49,5662.13,116.25,58.59,0.01,Medium,0
5,4,344.03,12.01,2350.24,10607.32,6.72,68.81,0.9476,Medium,1
1,4,114.11,3.04,617.52,3281.06,91.35,114.11,0.6041,Medium,0
1,2,51.84,4.23,328.25,1728.3,3.94,51.84,1.9242,Low,1
3,3,166.08,16.78,1065.32,4530.11,114.84,55.36,2.3797,Low,0
2,3,133.93,10.37,1258.79,4177.87,6.13,66.96,1.8725,Low,0
7,2,381.85,8.06,2083.08,11423.54,84.45,54.55,0.3349,Low,0
4,2,171.82,5.76,1128.83,4715.04,53.04,42.96,0.7631,Low,0
2,4,99.75,0.54,651.72,3292.94,235.42,49.88,0.1045,Low,1
5,4,300.18,8.05,1795.64,9142.42,1073.65,60.04,0.5183,Low,0
3,4,113.74,3.31,636.77,3435.49,203.23,37.91,0.7434,Low,0
2,1,119.96,0.74,755.71,3351.2,64.33,59.98,0.0742,Medium,1
2,4,161.24,0.59,1394.8,5114.64,141.99,80.62,0.2363,Medium,0
4,5,136.68,4.47,991.93,4517.4,150.81,34.17,0.7826,Low,1
1,4,114.73,0.28,782.13,3136.3,13.16,114.73,0.01,Medium,0
2,3,114.96,7.31,647.3,3848.03,22.98,57.48,1.5205,Low,1
2,3,187.59,2.94,1174.91,5703.89,118.53,93.8,0.3528,Medium,0
2,4,98.56,2.58,710.86,2837.75,56.29,49.28,0.741,Low,0
5,2,365.52,23.21,2382.49,10216.43,917.32,73.1,1.5553,Medium,0
6,2,346.35,14.15,2300.13,9568.19,2680.32,57.72,0.9063,Low,0
5,4,353.23,8.87,3002.05,10650.38,2305.66,70.65,0.5704,Medium,0
4,2,121.99,11.67,909.58,3961.82,955.17,30.5,2.1913,Low,1
7,4,266.44,4.46,1942.2,8306.24,299.23,38.06,0.4478,Low,0
1,3,60.01,5.69,359.71,1761.67,22.2,60.01,2.303,Low,0
2,3,106.83,12.79,999.55,3356.83,317.25,53.42,2.8584,Low,1
3,4,182.84,7.62,1710.88,5963.08,462.97,60.95,0.9462,Low,1
3,0,155.84,9.73,1029.76,5070.42,127.69,51.95,1.4907,Low,1
3,3,141.48,9.64,938.38,4595.53,69.81,47.16,1.4841,Low,1
2,3,81.94,2.01,671.91,2469.9,586.39,40.97,0.658,Low,0
2,3,93.68,0.42,779.22,2961.57,1154.69,46.84,0.1793,Low,0
4,2,560.5,47.85,3348.31,18045.52,12.09,140.12,2.1061,High,0
7,4,293.09,34.94,2536.86,9583.29,535.22,41.87,2.879,Low,1
3,2,185.48,21.24,1578.46,5686.97,599.22,61.83,2.725,Medium,0
1,3,35.83,1.04,192.26,1073.71,20.94,35.83,0.6749,Low,0
5,2,285.13,5.88,1960.49,8508.19,45.89,57.03,0.4649,Low,0
2,5,108.66,0.54,651.02,3606.74,62.72,54.33,0.1569,Low,1
2,2,253.14,0.52,1669.76,7115.22,1793.19,126.57,0.0422,High,0
3,4,129.69,4.39,970.41,3890.45,516.65,43.23,0.9049,Low,0
5,2,231.91,16.03,1284.02,7254.32,77.91,46.38,1.5843,Low,0
5,2,211.38,0.81,1335.58,6199.62,6.14,42.28,0.2161,Low,1
4,3,126.48,5.54,977.38,4214.62,14.85,31.62,0.8788,Low,1
3,4,163.9,20.16,872.14,5214.91,459.26,54.63,3.0002,Low,1
3,3,201.34,27.88,1496.2,5760.56,42.05,67.11,3.3657,Low,1
2,4,173.39,93.2,1103.65,4964.1,313.14,86.7,12.0,Medium,1
7,1,253.04,34.61,2024.42,7239.29,1969.47,36.15,3.3326,Low,1
4,5,235.18,15.09,1823.46,7658.52,1.17,58.8,1.4956,Low,1
1,1,30.14,1.07,224.26,902.74,28.1,30.14,0.8071,Low,0
4,4,296.59,5.75,1725.54,9712.73,32.78,74.15,0.4778,Medium,1
3,2,85.01,5.64,464.65,2247.54,4.01,28.34,1.576,Low,0
8,4,840.51,102.32,7448.75,27395.92,476.68,105.06,2.862,Medium,1
5,4,308.77,9.14,2668.87,9407.1,1821.97,61.75,0.7369,Low,0
2,3,92.27,2.85,529.87,2496.56,104.32,46.14,0.7516,Low,0
5,3,438.53,16.43,2936.45,14017.24,498.25,87.71,0.7491,Medium,0
3,4,95.02,1.77,618.69,2581.29,742.27,31.67,0.4712,Low,0
2,4,83.44,0.31,590.83,2661.47,539.79,41.72,0.01,Low,0
5,4,232.51,32.69,1764.66,7469.5,118.65,46.5,3.2934,Low,1
4,4,222.28,15.32,1779.15,7284.96,331.77,55.57,1.762,Low,1
1,3,70.51,0.37,444.01,2299.44,1364.85,70.51,0.1545,Medium,1
4,3,295.9,7.53,1980.76,9625.13,82.91,73.97,0.6639,Low,1
4,3,330.19,10.02,3215.51,9479.26,383.98,82.55,0.6123,Low,0
2,3,100.53,0.2,603.7,2946.27,142.09,50.26,0.1362,Low,0
3,3,163.67,4.07,999.93,4988.67,23.66,54.56,0.5591,Low,0
4,3,290.8,0.72,2083.94,8077.17,113.54,72.7,0.01,Medium,0
2,4,89.31,2.32,604.26,2410.7,12.24,44.66,0.6589,Low,0
6,4,258.93,26.16,1673.08,8383.8,1880.32,43.16,2.4,Low,0
1,3,64.34,0.3,553.18,2088.43,215.4,64.34,0.1165,Low,1
1,3,214.32,5.57,1563.71,5993.43,142.31,214.32,0.5761,High,0
1,0,68.75,4.21,388.97,2170.59,1.45,68.75,1.5166,Medium,0
4,3,136.86,4.51,1011.76,4258.85,64.24,34.22,1.0523,Low,0
4,2,254.78,1.56,1639.04,7593.64,105.12,63.7,0.2315,Medium,0
3,3,227.16,0.36,1575.64,7485.76,320.43,75.72,0.1737,Medium,1
